plot_component,source,material,model,feature_strategy,feature_strategy_short,scenario_group_type,scenario_group,selected_feature,case_name,mae_test_median,mae_test_std
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC55_W30_all_crates_05_10_15_20_25,0.055422584,0.005754211
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC50_W50_all_crates_05_10_15_20_25,0.050927573,0.006876659
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC70_W300_high_crates_20_25,0.018990056422427973,0.003647945
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC70_W5000_mid_crates_10_15,0.008356483,0.001815346
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC50_W500_high_crates_20_25,0.03880542,0.004974107
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC60_W700_mid_crates_10_15,0.024646972400836055,0.00348231
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC65_W50_mid_crates_10_15,0.046101807,0.004682168
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC70_W500_all_crates_05_10_15_20_25,0.013941329,0.002689143
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC60_W100_mid_crates_10_15,0.050143795,0.005930961
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC55_W3000_high_crates_20_25,0.021209012729811225,0.003103992
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC65_W500_high_crates_20_25,0.016381325010559146,0.002925921
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC70_W30_mid_crates_10_15,0.020566849312083715,0.004310363
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC75_W300_all_crates_05_10_15_20_25,0.011696195263381759,0.002060715
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC55_W300_mid_crates_10_15,0.040377066,0.005206455
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC75_W3000_high_crates_20_25,0.006707694,0.001464021
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC65_W700_all_crates_05_10_15_20_25,0.014421349382309809,0.002344422
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC55_W30_mid_crates_10_15,0.055370711,0.005514311
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC55_W5000_all_crates_05_10_15_20_25,0.019526544105383396,0.002701681
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC70_W5000_high_crates_20_25,0.008557842,0.001796332
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC65_W50_high_crates_20_25,0.044455711,0.004629558
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC75_W5000_all_crates_05_10_15_20_25,0.005601459,0.001244618
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC70_W500_mid_crates_10_15,0.015068043920314248,0.003158842
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC70_W30_high_crates_20_25,0.020846417362511943,0.003822469
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC60_W700_high_crates_20_25,0.024821640714798254,0.00393367
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC60_W100_high_crates_20_25,0.052803263,0.005865722
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC75_W30_all_crates_05_10_15_20_25,0.012657975,0.002176926
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC75_W300_mid_crates_10_15,0.011654822481399905,0.002030534
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC65_W70_all_crates_05_10_15_20_25,0.045438114484515346,0.005294873
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC55_W300_high_crates_20_25,0.037108038,0.005150338
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC70_W50_all_crates_05_10_15_20_25,0.021258679123714826,0.00490062
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC65_W700_mid_crates_10_15,0.015063189023298871,0.002321119
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC60_W300_all_crates_05_10_15_20_25,0.028576933621205586,0.004653913
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC60_W1000_all_crates_05_10_15_20_25,0.025848724463587887,0.004728767
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC70_W500_high_crates_20_25,0.015187535355078465,0.003064368
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC75_W5000_mid_crates_10_15,0.006256581,0.001334542
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC55_W5000_mid_crates_10_15,0.022169943,0.003160149
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC55_W500_all_crates_05_10_15_20_25,0.033888431,0.005231817
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC75_W300_high_crates_20_25,0.010767546853007426,0.002110658
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC75_W30_mid_crates_10_15,0.011932204252381631,0.001916876
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC65_W70_mid_crates_10_15,0.044667293,0.005349024
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC70_W50_mid_crates_10_15,0.021281476,0.004349915
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC70_W700_all_crates_05_10_15_20_25,0.012548500777644495,0.002246838
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC65_W700_high_crates_20_25,0.014177539,0.002283914
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC75_W500_all_crates_05_10_15_20_25,0.009077833,0.001854567
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC60_W1000_mid_crates_10_15,0.025299740034361497,0.004589224
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC60_W300_mid_crates_10_15,0.033588754,0.004640203
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC75_W5000_high_crates_20_25,0.006061504,0.001473566
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC65_W1000_all_crates_05_10_15_20_25,0.013614282439872154,0.001928413
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC65_W70_high_crates_20_25,0.044936728,0.00542928
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC55_W500_mid_crates_10_15,0.033816003,0.004958168
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC55_W5000_high_crates_20_25,0.020520579734507143,0.002716054
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC75_W30_high_crates_20_25,0.011854916903587665,0.001962877
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC70_W50_high_crates_20_25,0.020525063,0.004488886
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC70_W700_mid_crates_10_15,0.013322685,0.002614893
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC65_W100_all_crates_05_10_15_20_25,0.040461105321131216,0.005555094
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC75_W500_mid_crates_10_15,0.009827487,0.002003428
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC75_W50_all_crates_05_10_15_20_25,0.012817153815504242,0.001945402
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC70_W70_all_crates_05_10_15_20_25,0.021376337991312857,0.00421214
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC60_W30_all_crates_05_10_15_20_25,0.054433558329714714,0.006523878
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC60_W1000_high_crates_20_25,0.024971768518160083,0.004163271
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC60_W300_high_crates_20_25,0.030738642847596868,0.00425562
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC65_W1000_mid_crates_10_15,0.013339731750279776,0.001872295
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC70_W700_high_crates_20_25,0.013021783483737916,0.002745347
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC65_W100_mid_crates_10_15,0.040031076,0.005474762
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC60_W3000_all_crates_05_10_15_20_25,0.033812679,0.004479637
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC60_W500_all_crates_05_10_15_20_25,0.024547365152099206,0.003677902
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC70_W70_mid_crates_10_15,0.021352544,0.004127051
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC75_W500_high_crates_20_25,0.009936675,0.00196492
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC70_W1000_all_crates_05_10_15_20_25,0.011572919466743655,0.0021543
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC75_W50_mid_crates_10_15,0.012000864475695473,0.001964706
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC65_W1000_high_crates_20_25,0.013196599,0.001950769
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC75_W700_all_crates_05_10_15_20_25,0.0087179,0.001989478
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC65_W100_high_crates_20_25,0.044154844705292795,0.005509587
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC65_W3000_all_crates_05_10_15_20_25,0.011851159030077564,0.001661535
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC70_W70_high_crates_20_25,0.020916267,0.004061008
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC60_W3000_mid_crates_10_15,0.032738697,0.004545377
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC65_W300_all_crates_05_10_15_20_25,0.021903775,0.003805371
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC70_W1000_mid_crates_10_15,0.011927735500036325,0.002431877
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC75_W50_high_crates_20_25,0.011979697014847288,0.001806426
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC70_W100_all_crates_05_10_15_20_25,0.021055848,0.004122279
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC75_W700_mid_crates_10_15,0.009660571,0.002122557
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC75_W70_all_crates_05_10_15_20_25,0.011685757974165744,0.002292956
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC65_W300_mid_crates_10_15,0.023479720938429902,0.0041559
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC65_W3000_mid_crates_10_15,0.011123918491651924,0.001576724
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC70_W1000_high_crates_20_25,0.011659206361530412,0.002398606
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC60_W3000_high_crates_20_25,0.035053629,0.005053094
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC70_W100_mid_crates_10_15,0.020539211081269958,0.004245377
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC75_W700_high_crates_20_25,0.008078465,0.002015302
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC70_W3000_all_crates_05_10_15_20_25,0.009280241,0.001845386
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC60_W5000_all_crates_05_10_15_20_25,0.027087705,0.00438412
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC75_W70_mid_crates_10_15,0.011798906563159548,0.002029401
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC75_W1000_all_crates_05_10_15_20_25,0.008744514,0.00177275
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC65_W3000_high_crates_20_25,0.011314987637839672,0.001565348
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC70_W100_high_crates_20_25,0.021071782779945217,0.00426779
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC65_W5000_all_crates_05_10_15_20_25,0.010768812761581807,0.001569638
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC70_W3000_mid_crates_10_15,0.008928132,0.001758747
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC70_W300_all_crates_05_10_15_20_25,0.017052013361408103,0.002875729
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC60_W5000_mid_crates_10_15,0.041384274553268825,0.005019953
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC75_W70_high_crates_20_25,0.011716887030542264,0.0019894
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC75_W1000_mid_crates_10_15,0.008176406,0.001812317
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC75_W100_all_crates_05_10_15_20_25,0.012071740197911698,0.002261055
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC70_W3000_high_crates_20_25,0.008696546,0.001745278
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC65_W5000_mid_crates_10_15,0.012382756452416342,0.00175092
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC75_W1000_high_crates_20_25,0.008861212,0.001826695
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC60_W5000_high_crates_20_25,0.040381489,0.00440488
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC70_W5000_all_crates_05_10_15_20_25,0.008352585,0.001597427
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC75_W3000_all_crates_05_10_15_20_25,0.005488509,0.001236428
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC75_W100_mid_crates_10_15,0.012069137695056163,0.002003154
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC75_W100_high_crates_20_25,0.012158827591983645,0.001902275
violin_raw_points,combo,68Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC75_W3000_mid_crates_10_15,0.006118901,0.001379621
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC05_W30_low_crates_05_10,0.015625073279990163,0.002293597
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC05_W30_mid_crates_15_20,0.016129517,0.002235084
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC05_W50_low_crates_05_10,0.015024340077153073,0.002099131
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC05_W50_mid_crates_15_20,0.016756856802490498,0.002450682
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC05_W70_low_crates_05_10,0.019398890982583787,0.002770287
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC05_W70_mid_crates_15_20,0.021849619639118377,0.002932054
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC05_W100_low_crates_05_10,0.019246471420652077,0.002781899
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC05_W300_mid_crates_15_20,0.023011401,0.002625298
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC05_W5000_low_crates_05_10,0.018984060155677523,0.002371756
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC10_W100_mid_crates_15_20,0.016906657,0.0024163
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC05_W100_mid_crates_15_20,0.018476123,0.002534422
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC05_W500_low_crates_05_10,0.022842615,0.002812122
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC05_W5000_mid_crates_15_20,0.022963830142137178,0.003664022
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC10_W300_low_crates_05_10,0.017713524088490324,0.002666471
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC05_W300_low_crates_05_10,0.017712869,0.002722356
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC05_W500_mid_crates_15_20,0.026598327,0.002677852
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC10_W30_low_crates_05_10,0.016810368,0.002336767
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC10_W300_mid_crates_15_20,0.018488633,0.002682402
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC10_W3000_low_crates_05_10,0.017779384,0.002369939
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC05_W700_low_crates_05_10,0.022095769260911627,0.002798755
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC10_W30_mid_crates_15_20,0.015202703775297028,0.002173523
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC10_W500_low_crates_05_10,0.019330858,0.002635511
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC10_W3000_mid_crates_15_20,0.018274788552818447,0.002289383
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC10_W50_low_crates_05_10,0.016253715642893716,0.002441284
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC05_W700_mid_crates_15_20,0.029932816659038637,0.003381817
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC10_W500_mid_crates_15_20,0.018939986498911494,0.002736106
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC15_W70_mid_crates_15_20,0.021003849844176303,0.003036708
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC10_W5000_low_crates_05_10,0.017492833548682366,0.002241977
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC05_W1000_low_crates_05_10,0.021478391,0.002793189
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC10_W50_mid_crates_15_20,0.016494854,0.002206681
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC10_W700_low_crates_05_10,0.018907611,0.002782926
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC15_W100_low_crates_05_10,0.016638580734894513,0.002558415
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC10_W5000_mid_crates_15_20,0.015936908449317607,0.001914694
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC10_W70_low_crates_05_10,0.018999483,0.002641056
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC20_W50_mid_crates_15_20,0.014837756644437972,0.002113397
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,low_crates_05_10,,exp1__SOC15_W1000_low_crates_05_10,0.019027271777152202,0.002580035
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_15_20,,exp1__SOC05_W1000_mid_crates_15_20,0.030366715002682308,0.004007036
