plot_component,source,material,model,feature_strategy,feature_strategy_short,scenario_group_type,scenario_group,selected_feature,case_name,mae_test_median,mae_test_std
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC10_W700_all_crates_05_10_15_20_25,0.018249077243854363,0.002647698
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC10_W50_mid_crates_10_15,0.016895982307149116,0.002350619
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC05_W700_mid_crates_10_15,0.031083876286633637,0.003515461
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC25_W500_all_crates_05_10_15_20_25,0.015700917519850466,0.002415491
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC15_W500_high_crates_20_25,0.01997387,0.002769685
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC05_W50_high_crates_20_25,0.016606532,0.002450671
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC25_W30_all_crates_05_10_15_20_25,0.01522425,0.002220355
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC15_W50_all_crates_05_10_15_20_25,0.015179942828962647,0.002406375
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC20_W500_mid_crates_10_15,0.019419676832181487,0.002733993
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC25_W5000_high_crates_20_25,0.019917430124983808,0.002704557
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC15_W700_all_crates_05_10_15_20_25,0.019984513187899726,0.002812806
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC05_W70_all_crates_05_10_15_20_25,0.019974189,0.002877389
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC30_W300_high_crates_20_25,0.016413036580431205,0.002335329
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC20_W30_high_crates_20_25,0.014957510923138993,0.002350968
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC10_W700_mid_crates_10_15,0.018890011129372088,0.002643438
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC10_W50_high_crates_20_25,0.016883402,0.002241435
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC30_W30_all_crates_05_10_15_20_25,0.013821265665340835,0.002065587
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC05_W700_high_crates_20_25,0.025137900697405874,0.003281304
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC25_W500_mid_crates_10_15,0.019039388444856482,0.00267588
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC25_W30_mid_crates_10_15,0.014584309363343428,0.002177323
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC15_W50_mid_crates_10_15,0.015634346437676746,0.002256034
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC30_W500_all_crates_05_10_15_20_25,0.015419852183026666,0.002482548
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC20_W50_all_crates_05_10_15_20_25,0.014263822054205708,0.002010706
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC20_W500_high_crates_20_25,0.019147580501541278,0.002929513
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC10_W70_all_crates_05_10_15_20_25,0.019457342552314273,0.002870342
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC05_W1000_all_crates_05_10_15_20_25,0.02201464,0.003043367
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC15_W700_mid_crates_10_15,0.019711296249404712,0.002925492
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC05_W70_mid_crates_10_15,0.021566272966741545,0.003025526
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC20_W700_all_crates_05_10_15_20_25,0.019635925231838727,0.002667108
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC10_W700_high_crates_20_25,0.018231995759228334,0.002584801
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC30_W30_mid_crates_10_15,0.013422090433068388,0.002060167
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC25_W500_high_crates_20_25,0.017447196,0.002582603
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC15_W50_high_crates_20_25,0.015888871684848135,0.002375638
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC30_W500_mid_crates_10_15,0.017197511,0.002575435
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC25_W30_high_crates_20_25,0.014718433644820787,0.002132133
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC20_W50_mid_crates_10_15,0.016088633,0.002103802
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC10_W1000_all_crates_05_10_15_20_25,0.018337461,0.002432332
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC10_W70_mid_crates_10_15,0.020475056,0.002827482
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC15_W700_high_crates_20_25,0.019623344605873574,0.002609567
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC25_W700_all_crates_05_10_15_20_25,0.017395881,0.002552436
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC25_W50_all_crates_05_10_15_20_25,0.014634611161454907,0.002203834
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC15_W70_all_crates_05_10_15_20_25,0.017441879666806825,0.002765912
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC05_W70_high_crates_20_25,0.022135113,0.002932167
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC05_W1000_mid_crates_10_15,0.03319426,0.003908509
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC20_W700_mid_crates_10_15,0.020259599679862288,0.002809429
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC30_W30_high_crates_20_25,0.013963246095691247,0.002153509
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC15_W1000_all_crates_05_10_15_20_25,0.019669185,0.002703637
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC20_W50_high_crates_20_25,0.014388823390780837,0.00211272
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC30_W500_high_crates_20_25,0.01666342,0.002562001
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC05_W100_all_crates_05_10_15_20_25,0.017425321710546587,0.002417778
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC10_W70_high_crates_20_25,0.020537348,0.002514528
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC10_W1000_mid_crates_10_15,0.017785576017755773,0.002218327
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC30_W50_all_crates_05_10_15_20_25,0.014267599123136139,0.002152909
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC20_W70_all_crates_05_10_15_20_25,0.018056519388315494,0.00294746
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC25_W50_mid_crates_10_15,0.014700161,0.002143046
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC25_W700_mid_crates_10_15,0.019510609283473278,0.002511459
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC30_W700_all_crates_05_10_15_20_25,0.016809237566516932,0.002824274
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC15_W70_mid_crates_10_15,0.021394125922251785,0.00298985
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC20_W700_high_crates_20_25,0.018861133283888453,0.00292091
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC05_W1000_high_crates_20_25,0.027659325038814166,0.003651389
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC10_W100_all_crates_05_10_15_20_25,0.017936939088884205,0.002656824
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC15_W1000_mid_crates_10_15,0.018976717411683275,0.002585535
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC05_W100_mid_crates_10_15,0.018790828947147613,0.002534631
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC20_W1000_all_crates_05_10_15_20_25,0.018410346668897137,0.003057837
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC05_W3000_all_crates_05_10_15_20_25,0.017483746308337593,0.002472065
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC30_W50_mid_crates_10_15,0.015251727,0.002092864
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC10_W1000_high_crates_20_25,0.018057884297169265,0.002567836
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC20_W70_mid_crates_10_15,0.018352913741343208,0.003041612
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC25_W50_high_crates_20_25,0.014782241,0.002148275
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC15_W70_high_crates_20_25,0.020335031,0.003015047
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC25_W700_high_crates_20_25,0.018000836004591708,0.002745741
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC30_W700_mid_crates_10_15,0.018026044,0.002669951
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC10_W100_mid_crates_10_15,0.016990442195620733,0.00243771
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC10_W3000_all_crates_05_10_15_20_25,0.015969411581798296,0.00193266
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC15_W1000_high_crates_20_25,0.019799538095964065,0.002820337
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC25_W70_all_crates_05_10_15_20_25,0.017535390036207923,0.002465703
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC15_W100_all_crates_05_10_15_20_25,0.016908543207232896,0.002612911
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC25_W1000_all_crates_05_10_15_20_25,0.017703509735428568,0.002607522
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC05_W100_high_crates_20_25,0.017493316761427298,0.002577705
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC20_W1000_mid_crates_10_15,0.019667146164230077,0.002758997
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC30_W50_high_crates_20_25,0.014942641060598873,0.002165002
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC05_W3000_mid_crates_10_15,0.022895511159404403,0.003560908
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC15_W3000_all_crates_05_10_15_20_25,0.017740418053982104,0.003836514
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC20_W70_high_crates_20_25,0.020090553283318144,0.00264224
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC30_W700_high_crates_20_25,0.017128818979556024,0.002661094
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC05_W300_all_crates_05_10_15_20_25,0.017506195441940868,0.002262813
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC10_W100_high_crates_20_25,0.017415803,0.002540821
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC30_W70_all_crates_05_10_15_20_25,0.017206549,0.002644586
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC10_W3000_mid_crates_10_15,0.018195207,0.002259556
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC20_W100_all_crates_05_10_15_20_25,0.016551417369071033,0.002359998
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC15_W100_mid_crates_10_15,0.01644025,0.002350104
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC25_W70_mid_crates_10_15,0.019946255,0.002663258
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC30_W1000_all_crates_05_10_15_20_25,0.017082719,0.002696509
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC10_W300_all_crates_05_10_15_20_25,0.018233668636280814,0.002804038
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC25_W1000_mid_crates_10_15,0.020077680599382128,0.002703192
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC20_W1000_high_crates_20_25,0.018900953176884762,0.003078502
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC05_W3000_high_crates_20_25,0.030057718752041027,0.00389472
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC15_W3000_mid_crates_10_15,0.020531376,0.002655719
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC05_W300_mid_crates_10_15,0.022549607278115766,0.002589548
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC20_W3000_all_crates_05_10_15_20_25,0.018461687,0.003003113
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC30_W70_mid_crates_10_15,0.016968187430765072,0.002568387
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC05_W5000_all_crates_05_10_15_20_25,0.01800384,0.002369426
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC10_W3000_high_crates_20_25,0.015830918,0.001927869
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC20_W100_mid_crates_10_15,0.016197253117661937,0.002344301
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC15_W100_high_crates_20_25,0.016299332,0.002435367
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC25_W70_high_crates_20_25,0.018711912566411484,0.002810423
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC30_W1000_mid_crates_10_15,0.017759024,0.002507115
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC25_W1000_high_crates_20_25,0.019325998893883676,0.003029814
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC10_W5000_all_crates_05_10_15_20_25,0.016109622657620892,0.002217649
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC35_W70_mid_crates_10_15,0.018043899019221984,0.00243453
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC40_W70_all_crates_05_10_15_20_25,0.014280508866822621,0.002091422
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC25_W100_all_crates_05_10_15_20_25,0.015991425,0.002429488
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC40_W700_high_crates_20_25,0.016736958431944726,0.002770067
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC45_W700_mid_crates_10_15,0.015404604418071392,0.002372078
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC30_W1000_high_crates_20_25,0.016926019576450263,0.00271431
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC50_W700_all_crates_05_10_15_20_25,0.015380349226705151,0.002427771
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC55_W30_high_crates_20_25,0.014463829743842548,0.002112666
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC05_W5000_mid_crates_10_15,0.020888722779788586,0.00275937
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC35_W1000_mid_crates_10_15,0.017341229,0.002475002
