capacity,soc_%,crate,seed,importance,signed_importance
68Ah,25,2.0,75,0.025488752570385208,0.025488752570385208
68Ah,25,0.5,75,0.023739026435678042,-0.023739026435678042
68Ah,25,1.0,75,0.013074346035005943,0.013074346035005943
68Ah,25,2.5,76,0.02963656524111838,-0.02963656524111838
68Ah,25,1.5,76,0.028389644898228882,-0.028389644898228882
68Ah,25,0.5,76,0.025810410277075216,-0.025810410277075216
68Ah,25,2.0,76,0.025473498749462524,0.025473498749462524
68Ah,25,1.0,76,0.0059796954274899125,0.0059796954274899125
68Ah,25,2.5,77,0.03829892597891305,-0.03829892597891305
68Ah,25,2.0,77,0.03019221577853646,0.03019221577853646
68Ah,25,0.5,77,0.025400883878436614,-0.025400883878436614
68Ah,25,1.5,77,0.018960141043148606,-0.018960141043148606
68Ah,25,1.0,77,0.002602486541106579,0.002602486541106579
68Ah,25,2.5,78,0.046012192072807816,-0.046012192072807816
68Ah,25,2.0,78,0.03526529581781343,0.03526529581781343
68Ah,25,1.5,78,0.030910621144812092,-0.030910621144812092
68Ah,25,0.5,78,0.02579015654230382,-0.02579015654230382
68Ah,25,1.0,78,0.014959406502228392,0.014959406502228392
68Ah,25,2.5,79,0.034210817396503744,-0.034210817396503744
68Ah,25,2.0,79,0.03368871519187986,0.03368871519187986
68Ah,25,1.5,79,0.0282841070526514,-0.0282841070526514
68Ah,25,0.5,79,0.021222122138960645,-0.021222122138960645
68Ah,25,1.0,79,0.002629650646096566,-0.002629650646096566
68Ah,25,2.5,80,0.031210288750864523,-0.031210288750864523
68Ah,25,0.5,80,0.025495708371088995,-0.025495708371088995
68Ah,25,1.5,80,0.024556894269787473,-0.024556894269787473
68Ah,25,2.0,80,0.02140961635147179,0.02140961635147179
68Ah,25,1.0,80,0.006874780280286127,0.006874780280286127
68Ah,25,2.5,81,0.042211449165216325,-0.042211449165216325
68Ah,25,2.0,81,0.03551205382113813,0.03551205382113813
68Ah,25,1.5,81,0.03194802616608316,-0.03194802616608316
68Ah,25,0.5,81,0.022123572375084936,-0.022123572375084936
68Ah,25,1.0,81,0.009558080475329803,0.009558080475329803
68Ah,25,2.5,82,0.05194342305312436,-0.05194342305312436
68Ah,25,2.0,82,0.03230932744074596,0.03230932744074596
68Ah,25,0.5,82,0.015263735291469535,-0.015263735291469535
68Ah,25,1.5,82,0.014358596624544246,-0.014358596624544246
68Ah,25,1.0,82,0.0030639881728077925,-0.0030639881728077925
68Ah,25,2.5,83,0.03421239903979871,-0.03421239903979871
68Ah,25,2.0,83,0.01942477581357506,0.01942477581357506
68Ah,25,1.5,83,0.019064753392258185,-0.019064753392258185
68Ah,25,0.5,83,0.018015291127569902,-0.018015291127569902
68Ah,25,1.0,83,0.00026810410200706417,-0.00026810410200706417
68Ah,25,2.5,84,0.044833542701813965,-0.044833542701813965
68Ah,25,2.0,84,0.038403756701421134,0.038403756701421134
68Ah,25,1.5,84,0.034295087268586696,-0.034295087268586696
68Ah,25,0.5,84,0.01950146864967091,-0.01950146864967091
68Ah,25,1.0,84,0.009217358522536235,0.009217358522536235
68Ah,25,2.0,85,0.03449091843854194,0.03449091843854194
68Ah,25,2.5,85,0.03391664605953339,-0.03391664605953339
68Ah,25,1.5,85,0.03261139725930246,-0.03261139725930246
68Ah,25,0.5,85,0.025771330700406908,-0.025771330700406908
68Ah,25,1.0,85,0.0074575173717857665,0.0074575173717857665
68Ah,25,0.5,86,0.031159232995245693,-0.031159232995245693
68Ah,25,2.5,86,0.029176929690415233,-0.029176929690415233
68Ah,25,2.0,86,0.017662011250303273,0.017662011250303273
68Ah,25,1.5,86,0.016415768376764506,-0.016415768376764506
68Ah,25,1.0,86,0.008497898405170016,0.008497898405170016
68Ah,25,2.5,87,0.03761963113391441,-0.03761963113391441
68Ah,25,2.0,87,0.025542994412519733,0.025542994412519733
68Ah,25,1.5,87,0.023887040658166908,-0.023887040658166908
68Ah,25,0.5,87,0.022514398141846425,-0.022514398141846425
68Ah,25,1.0,87,0.005013375130978491,0.005013375130978491
68Ah,25,1.5,88,0.02438310572439224,-0.02438310572439224
68Ah,25,2.5,88,0.023484746584986997,-0.023484746584986997
68Ah,25,0.5,88,0.019252327894866646,-0.019252327894866646
68Ah,25,2.0,88,0.008659196366625746,0.008659196366625746
68Ah,25,1.0,88,0.00759448652926201,0.00759448652926201
68Ah,25,2.5,89,0.03766406647704134,-0.03766406647704134
68Ah,25,2.0,89,0.033274971864865575,0.033274971864865575
68Ah,25,1.5,89,0.030001399207248737,-0.030001399207248737
68Ah,25,0.5,89,0.02282639907514714,-0.02282639907514714
68Ah,25,1.0,89,0.006237071689270688,0.006237071689270688
68Ah,25,1.5,90,0.03321987657836268,-0.03321987657836268
68Ah,25,0.5,90,0.02619729739914722,-0.02619729739914722
68Ah,25,2.5,90,0.023407117426516102,-0.023407117426516102
68Ah,25,2.0,90,0.021755850029481463,0.021755850029481463
68Ah,25,1.0,90,0.012523858247016602,0.012523858247016602
68Ah,25,2.5,91,0.051267712718485736,-0.051267712718485736
68Ah,25,2.0,91,0.03515604214842632,0.03515604214842632
68Ah,25,1.5,91,0.02576946177954245,-0.02576946177954245
68Ah,25,0.5,91,0.018393947876551044,-0.018393947876551044
68Ah,25,1.0,91,0.00846447845910888,0.00846447845910888
68Ah,25,2.5,92,0.039118696239118636,-0.039118696239118636
68Ah,25,2.0,92,0.028960745258298302,0.028960745258298302
68Ah,25,1.5,92,0.02483176935569282,-0.02483176935569282
68Ah,25,0.5,92,0.020686264301154698,-0.020686264301154698
68Ah,25,1.0,92,0.006539837065770868,0.006539837065770868
68Ah,25,2.5,93,0.0276731579101952,-0.0276731579101952
68Ah,25,0.5,93,0.019761737410489196,-0.019761737410489196
68Ah,25,1.5,93,0.01677319449203969,-0.01677319449203969
68Ah,25,2.0,93,0.012941984166810893,0.012941984166810893
68Ah,25,1.0,93,0.0035068951245493443,0.0035068951245493443
68Ah,25,1.5,94,0.04095868334626513,-0.04095868334626513
68Ah,25,2.5,94,0.03311945570149936,-0.03311945570149936
68Ah,25,2.0,94,0.029491862017333184,0.029491862017333184
68Ah,25,0.5,94,0.02300559021258364,-0.02300559021258364
68Ah,25,1.0,94,0.013541407716440565,0.013541407716440565
68Ah,25,2.5,95,0.029592375000972997,-0.029592375000972997
68Ah,25,1.5,95,0.026491104434443392,-0.026491104434443392
68Ah,25,0.5,95,0.022718791504410075,-0.022718791504410075
68Ah,25,2.0,95,0.022305776454871504,0.022305776454871504
68Ah,25,1.0,95,0.008085518740074602,0.008085518740074602
68Ah,25,2.5,96,0.03506142757186034,-0.03506142757186034
68Ah,25,2.0,96,0.033160457375280165,0.033160457375280165
68Ah,25,0.5,96,0.025016886708348906,-0.025016886708348906
68Ah,25,1.5,96,0.02307065207408588,-0.02307065207408588
68Ah,25,1.0,96,0.0018564393851257521,-0.0018564393851257521
68Ah,25,0.5,97,0.024885163839985826,-0.024885163839985826
68Ah,25,2.5,97,0.023179864030452534,-0.023179864030452534
68Ah,25,1.5,97,0.022234048659778145,-0.022234048659778145
68Ah,25,2.0,97,0.015381895818443668,0.015381895818443668
68Ah,25,1.0,97,0.002998001340315153,0.002998001340315153
68Ah,25,2.5,98,0.03563501335165327,-0.03563501335165327
68Ah,25,0.5,98,0.02632019635236251,-0.02632019635236251
68Ah,25,2.0,98,0.02377377915512279,0.02377377915512279
68Ah,25,1.5,98,0.022422781775186487,-0.022422781775186487
68Ah,25,1.0,98,0.006781090348519519,0.006781090348519519
68Ah,25,2.5,99,0.02921775295783611,-0.02921775295783611
68Ah,25,0.5,99,0.02777704461675055,-0.02777704461675055
68Ah,25,1.5,99,0.017201552261765635,-0.017201552261765635
68Ah,25,2.0,99,0.012382743851251153,0.012382743851251153
68Ah,25,1.0,99,0.010429955330694683,0.010429955330694683
20Ah,50,1.5,0,0.04903910696504753,-0.04903910696504753
20Ah,50,1.0,0,0.0347318945055012,0.0347318945055012
20Ah,50,0.5,0,0.015233004621848702,-0.015233004621848702
20Ah,50,2.0,0,0.00618974338072889,-0.00618974338072889
20Ah,50,2.5,0,0.0013918638015716763,0.0013918638015716763
20Ah,50,1.5,1,0.06058536952816897,-0.06058536952816897
20Ah,50,1.0,1,0.04260832890085352,0.04260832890085352
20Ah,50,0.5,1,0.017186844465798098,-0.017186844465798098
20Ah,50,2.0,1,0.0023599560561042995,-0.0023599560561042995
20Ah,50,2.5,1,0.0007957857904040115,0.0007957857904040115
20Ah,50,1.5,2,0.05363081659433833,-0.05363081659433833
20Ah,50,1.0,2,0.037865874820438336,0.037865874820438336
20Ah,50,0.5,2,0.02133887077998039,-0.02133887077998039
20Ah,50,2.5,2,0.0020886716911101898,0.0020886716911101898
20Ah,50,2.0,2,0.00023697215748692856,0.00023697215748692856
20Ah,50,1.5,3,0.039588830441401913,-0.039588830441401913
20Ah,50,1.0,3,0.018830981817953396,0.018830981817953396
20Ah,50,0.5,3,0.01872121616190334,-0.01872121616190334
20Ah,50,2.5,3,0.0031646066941353273,0.0031646066941353273
20Ah,50,2.0,3,0.0023980651957805355,0.0023980651957805355
20Ah,50,1.5,4,0.05876267572215308,-0.05876267572215308
20Ah,50,1.0,4,0.0463558984171444,0.0463558984171444
20Ah,50,0.5,4,0.02373737973064295,-0.02373737973064295
20Ah,50,2.0,4,0.00048150210913608426,-0.00048150210913608426
20Ah,50,2.5,4,0.00012956795214710582,0.00012956795214710582
20Ah,50,1.5,5,0.043693372068920114,-0.043693372068920114
20Ah,50,1.0,5,0.032035732080596735,0.032035732080596735
20Ah,50,0.5,5,0.023768356365994656,-0.023768356365994656
20Ah,50,2.5,5,0.0008527892802696346,0.0008527892802696346
20Ah,50,2.0,5,0.00017945856664520693,0.00017945856664520693
20Ah,50,1.5,6,0.044233658073071315,-0.044233658073071315
20Ah,50,1.0,6,0.03171236377269797,0.03171236377269797
20Ah,50,0.5,6,0.02522273495835796,-0.02522273495835796
20Ah,50,2.0,6,0.0002535841936963894,0.0002535841936963894
20Ah,50,2.5,6,0.00012882584211509218,0.00012882584211509218
20Ah,50,1.5,7,0.03774865790588185,-0.03774865790588185
20Ah,50,0.5,7,0.020963204714233904,-0.020963204714233904
20Ah,50,1.0,7,0.019375738633863847,0.019375738633863847
20Ah,50,2.0,7,0.0031658038787572814,0.0031658038787572814
20Ah,50,2.5,7,0.0025664179948188368,0.0025664179948188368
20Ah,50,1.5,8,0.04888878145792699,-0.04888878145792699
20Ah,50,1.0,8,0.023627896032246288,0.023627896032246288
20Ah,50,0.5,8,0.008667039080585508,-0.008667039080585508
20Ah,50,2.5,8,0.002113999431353777,0.002113999431353777
20Ah,50,2.0,8,0.0016824796654819152,-0.0016824796654819152
20Ah,50,1.5,9,0.06205465831569846,-0.06205465831569846
20Ah,50,1.0,9,0.04523248022260115,0.04523248022260115
20Ah,50,0.5,9,0.020340505777123957,-0.020340505777123957
20Ah,50,2.5,9,0.0015740581378839663,0.0015740581378839663
20Ah,50,2.0,9,0.00035324254758387026,0.00035324254758387026
20Ah,50,1.5,10,0.04392401745290452,-0.04392401745290452
20Ah,50,1.0,10,0.026713872936287353,0.026713872936287353
20Ah,50,0.5,10,0.014776985458647099,-0.014776985458647099
20Ah,50,2.0,10,0.00307958255445788,-0.00307958255445788
20Ah,50,2.5,10,0.0027386348911833,0.0027386348911833
20Ah,50,1.5,11,0.048676983966630755,-0.048676983966630755
20Ah,50,1.0,11,0.028626397154985384,0.028626397154985384
20Ah,50,0.5,11,0.015849283554594026,-0.015849283554594026
20Ah,50,2.5,11,0.0037281288012442713,0.0037281288012442713
20Ah,50,2.0,11,0.0004905410773004017,0.0004905410773004017
20Ah,50,1.5,12,0.055622095536367586,-0.055622095536367586
20Ah,50,1.0,12,0.03226051214203542,0.03226051214203542
20Ah,50,0.5,12,0.014737662549649767,-0.014737662549649767
20Ah,50,2.0,12,0.0019768443978944146,0.0019768443978944146
20Ah,50,2.5,12,0.001883196840623608,0.001883196840623608
20Ah,50,0.5,13,0.02560494133360258,-0.02560494133360258
20Ah,50,1.5,13,0.02113605719735313,-0.02113605719735313
20Ah,50,1.0,13,0.00896345907117331,0.00896345907117331
20Ah,50,2.0,13,0.0013095808042967265,0.0013095808042967265
20Ah,50,2.5,13,0.0010844105840456069,0.0010844105840456069
20Ah,50,1.5,14,0.06278073758020201,-0.06278073758020201
20Ah,50,1.0,14,0.041146702312832954,0.041146702312832954
20Ah,50,0.5,14,0.016349542359099186,-0.016349542359099186
20Ah,50,2.5,14,0.00020253516376369892,-0.00020253516376369892
20Ah,50,2.0,14,1.1146942514985076e-05,1.1146942514985076e-05
20Ah,50,1.5,15,0.05246128250807492,-0.05246128250807492
20Ah,50,1.0,15,0.039890158710774275,0.039890158710774275
20Ah,50,0.5,15,0.023003097582812597,-0.023003097582812597
20Ah,50,2.5,15,0.0016647494738366848,0.0016647494738366848
20Ah,50,2.0,15,0.001165420159581234,-0.001165420159581234
20Ah,50,1.5,16,0.04816387740222731,-0.04816387740222731
20Ah,50,1.0,16,0.03672666800190804,0.03672666800190804
20Ah,50,0.5,16,0.023394887240329818,-0.023394887240329818
20Ah,50,2.0,16,0.0019048150186101796,-0.0019048150186101796
20Ah,50,2.5,16,0.0005398080925108951,0.0005398080925108951
20Ah,50,1.5,17,0.04394655666019311,-0.04394655666019311
20Ah,50,1.0,17,0.02948038549800691,0.02948038549800691
20Ah,50,0.5,17,0.01683287753770226,-0.01683287753770226
20Ah,50,2.0,17,0.004616702413712588,-0.004616702413712588
20Ah,50,2.5,17,0.0030286509000948566,0.0030286509000948566
20Ah,50,0.5,18,0.02263696795504517,-0.02263696795504517
20Ah,50,1.5,18,0.015536572493947616,-0.015536572493947616
20Ah,50,2.5,18,0.0039762264231344505,0.0039762264231344505
20Ah,50,2.0,18,0.0014690367993168035,0.0014690367993168035
20Ah,50,1.0,18,0.0008540086855790482,0.0008540086855790482
20Ah,50,1.5,19,0.05342508400887168,-0.05342508400887168
20Ah,50,1.0,19,0.03736481918594185,0.03736481918594185
20Ah,50,0.5,19,0.018469607206120807,-0.018469607206120807
20Ah,50,2.5,19,0.003503015385609407,0.003503015385609407
20Ah,50,2.0,19,0.0018438695796847452,-0.0018438695796847452
20Ah,50,1.5,20,0.06467841446110671,-0.06467841446110671
20Ah,50,1.0,20,0.04748622655551977,0.04748622655551977
20Ah,50,0.5,20,0.020069130620103542,-0.020069130620103542
20Ah,50,2.5,20,0.0018728172065409592,0.0018728172065409592
20Ah,50,2.0,20,0.0012506529463915668,0.0012506529463915668
20Ah,50,1.5,21,0.05194954177360684,-0.05194954177360684
20Ah,50,1.0,21,0.03743247201860301,0.03743247201860301
20Ah,50,0.5,21,0.024819699975284455,-0.024819699975284455
20Ah,50,2.5,21,0.0013599708470721941,0.0013599708470721941
20Ah,50,2.0,21,0.0012908461326606104,0.0012908461326606104
20Ah,50,1.5,22,0.045924303058620684,-0.045924303058620684
20Ah,50,1.0,22,0.028441055066230077,0.028441055066230077
20Ah,50,0.5,22,0.019408698888811568,-0.019408698888811568
20Ah,50,2.5,22,0.0013523161795170005,0.0013523161795170005
20Ah,50,2.0,22,0.0004084900197265789,-0.0004084900197265789
20Ah,50,1.5,23,0.03671748469024895,-0.03671748469024895
20Ah,50,0.5,23,0.029797470102880863,-0.029797470102880863
20Ah,50,1.0,23,0.023847481247567043,0.023847481247567043
20Ah,50,2.0,23,0.006229333071906167,0.006229333071906167
20Ah,50,2.5,23,0.0016094757976787295,0.0016094757976787295
20Ah,50,1.5,24,0.038155739947270555,-0.038155739947270555
20Ah,50,0.5,24,0.02911127440946092,-0.02911127440946092
20Ah,50,1.0,24,0.026821507543484502,0.026821507543484502
20Ah,50,2.0,24,0.0023457508730557078,0.0023457508730557078
20Ah,50,2.5,24,0.0010632461410159597,0.0010632461410159597
20Ah,50,1.5,25,0.045638532399681304,-0.045638532399681304
20Ah,50,1.0,25,0.02389228452038058,0.02389228452038058
20Ah,50,0.5,25,0.00939202331600875,-0.00939202331600875
20Ah,50,2.0,25,0.004161268553202645,-0.004161268553202645
20Ah,50,2.5,25,0.0021658088139687387,0.0021658088139687387
20Ah,50,1.5,26,0.05180672185504289,-0.05180672185504289
20Ah,50,1.0,26,0.034167636123760746,0.034167636123760746
20Ah,50,2.0,26,0.009213665575475325,-0.009213665575475325
20Ah,50,0.5,26,0.006438737122133323,-0.006438737122133323
20Ah,50,2.5,26,0.0026529721296384605,0.0026529721296384605
20Ah,50,1.5,27,0.038249714031602086,-0.038249714031602086
20Ah,50,0.5,27,0.02153934268570173,-0.02153934268570173
20Ah,50,1.0,27,0.016889040319870794,0.016889040319870794
20Ah,50,2.0,27,0.006257849958957467,0.006257849958957467
20Ah,50,2.5,27,0.002599435682178087,0.002599435682178087
20Ah,50,1.5,28,0.042050117592436986,-0.042050117592436986
20Ah,50,1.0,28,0.027829015651959443,0.027829015651959443
20Ah,50,0.5,28,0.022341042721554242,-0.022341042721554242
20Ah,50,2.5,28,0.0025806363534686067,0.0025806363534686067
20Ah,50,2.0,28,0.0004610561866255653,0.0004610561866255653
20Ah,50,1.5,29,0.06042962416069687,-0.06042962416069687
20Ah,50,1.0,29,0.04855281558774055,0.04855281558774055
20Ah,50,0.5,29,0.025713410823763393,-0.025713410823763393
20Ah,50,2.0,29,0.003052311461913413,0.003052311461913413
20Ah,50,2.5,29,0.0011634018558517028,0.0011634018558517028
20Ah,50,1.5,30,0.03957420252778826,-0.03957420252778826
20Ah,50,1.0,30,0.02648156678110082,0.02648156678110082
20Ah,50,0.5,30,0.020194859027229978,-0.020194859027229978
20Ah,50,2.5,30,0.0024941777418912396,0.0024941777418912396
20Ah,50,2.0,30,0.0010968177201768695,-0.0010968177201768695
20Ah,50,1.5,31,0.03493285116940348,-0.03493285116940348
20Ah,50,0.5,31,0.027694792425274933,-0.027694792425274933
20Ah,50,1.0,31,0.025282987894797788,0.025282987894797788
20Ah,50,2.0,31,0.0008696492092449234,0.0008696492092449234
20Ah,50,2.5,31,0.00026195979241719136,0.00026195979241719136
20Ah,50,1.5,32,0.04304550068949931,-0.04304550068949931
20Ah,50,1.0,32,0.0280880522775512,0.0280880522775512
20Ah,50,0.5,32,0.017392595076157667,-0.017392595076157667
20Ah,50,2.0,32,0.003034672747843353,-0.003034672747843353
20Ah,50,2.5,32,0.002254579259486228,0.002254579259486228
20Ah,50,1.5,33,0.03906045323782922,-0.03906045323782922
20Ah,50,1.0,33,0.024738711325474474,0.024738711325474474
20Ah,50,0.5,33,0.021190288984114847,-0.021190288984114847
20Ah,50,2.5,33,0.0020292133828783213,0.0020292133828783213
20Ah,50,2.0,33,0.0011046947122142982,-0.0011046947122142982
20Ah,50,1.5,34,0.050694659357541194,-0.050694659357541194
20Ah,50,1.0,34,0.03340050363714582,0.03340050363714582
20Ah,50,0.5,34,0.021601243675816357,-0.021601243675816357
20Ah,50,2.5,34,0.002491131125526508,0.002491131125526508
20Ah,50,2.0,34,0.0015579374225721252,0.0015579374225721252
20Ah,50,1.5,35,0.0705394624130129,-0.0705394624130129
20Ah,50,1.0,35,0.052132409064042845,0.052132409064042845
20Ah,50,0.5,35,0.012357793935822184,-0.012357793935822184
20Ah,50,2.0,35,0.005217049527335088,-0.005217049527335088
20Ah,50,2.5,35,0.0021274134734262013,0.0021274134734262013
20Ah,50,1.5,36,0.05532584542314864,-0.05532584542314864
20Ah,50,1.0,36,0.03709205904927083,0.03709205904927083
20Ah,50,0.5,36,0.020782985446760403,-0.020782985446760403
20Ah,50,2.0,36,0.003111890318410965,0.003111890318410965
20Ah,50,2.5,36,0.002541327278736054,0.002541327278736054
20Ah,50,1.5,37,0.047563821367556706,-0.047563821367556706
20Ah,50,1.0,37,0.03204774078692882,0.03204774078692882
20Ah,50,0.5,37,0.020067742132594383,-0.020067742132594383
20Ah,50,2.5,37,0.0031209898505982344,0.0031209898505982344
20Ah,50,2.0,37,0.0010987073989321666,-0.0010987073989321666
20Ah,50,1.5,38,0.051591094999570576,-0.051591094999570576
20Ah,50,1.0,38,0.037245047788189725,0.037245047788189725
20Ah,50,0.5,38,0.020470046221150128,-0.020470046221150128
20Ah,50,2.5,38,0.0032464496993245807,0.0032464496993245807
20Ah,50,2.0,38,0.0011739677316661558,-0.0011739677316661558
20Ah,50,1.5,39,0.053279520185361154,-0.053279520185361154
20Ah,50,1.0,39,0.03689911834801422,0.03689911834801422
20Ah,50,0.5,39,0.02275861326005316,-0.02275861326005316
20Ah,50,2.5,39,0.0019757454548583325,0.0019757454548583325
20Ah,50,2.0,39,0.0013440648164838565,0.0013440648164838565
20Ah,50,1.5,40,0.038257592643075704,-0.038257592643075704
20Ah,50,1.0,40,0.022705510055492796,0.022705510055492796
20Ah,50,0.5,40,0.01677877911073546,-0.01677877911073546
20Ah,50,2.0,40,0.003909481066040214,-0.003909481066040214
20Ah,50,2.5,40,0.002240010997756584,0.002240010997756584
20Ah,50,1.5,41,0.02831538988336739,-0.02831538988336739
20Ah,50,1.0,41,0.014063085237252864,0.014063085237252864
20Ah,50,0.5,41,0.013871988889216732,-0.013871988889216732
20Ah,50,2.0,41,0.00608607719064109,-0.00608607719064109
20Ah,50,2.5,41,0.003784419822017547,0.003784419822017547
20Ah,50,0.5,42,0.022911101124043362,-0.022911101124043362
20Ah,50,1.5,42,0.02261237690191142,-0.02261237690191142
20Ah,50,1.0,42,0.010264370484322587,0.010264370484322587
20Ah,50,2.5,42,0.003960605402955294,0.003960605402955294
20Ah,50,2.0,42,0.0010031282510163581,-0.0010031282510163581
20Ah,50,1.5,43,0.05460064330151265,-0.05460064330151265
20Ah,50,1.0,43,0.03791094664484245,0.03791094664484245
20Ah,50,0.5,43,0.02131418725349421,-0.02131418725349421
20Ah,50,2.5,43,0.002454072799105732,0.002454072799105732
20Ah,50,2.0,43,0.0004692925872073134,0.0004692925872073134
20Ah,50,1.5,44,0.04653745894944735,-0.04653745894944735
20Ah,50,1.0,44,0.029995264854841906,0.029995264854841906
20Ah,50,0.5,44,0.014853377633205695,-0.014853377633205695
20Ah,50,2.0,44,0.0049601874719164265,-0.0049601874719164265
20Ah,50,2.5,44,0.0027711831852103943,0.0027711831852103943
20Ah,50,1.5,45,0.04787259048094425,-0.04787259048094425
20Ah,50,1.0,45,0.026293457058115095,0.026293457058115095
20Ah,50,0.5,45,0.008791260008696867,-0.008791260008696867
20Ah,50,2.0,45,0.005986588549731265,-0.005986588549731265
20Ah,50,2.5,45,0.0030197514813985697,0.0030197514813985697
20Ah,50,1.5,46,0.04585567076594733,-0.04585567076594733
20Ah,50,1.0,46,0.02984970684076039,0.02984970684076039
20Ah,50,0.5,46,0.020505914406100625,-0.020505914406100625
20Ah,50,2.5,46,0.001764077274309365,0.001764077274309365
20Ah,50,2.0,46,0.0002303031695713457,0.0002303031695713457
20Ah,50,1.5,47,0.06588207673364559,-0.06588207673364559
20Ah,50,1.0,47,0.0454295840793436,0.0454295840793436
20Ah,50,0.5,47,0.01460485773018989,-0.01460485773018989
20Ah,50,2.5,47,0.002357555315954146,0.002357555315954146
20Ah,50,2.0,47,0.0018474530158245162,-0.0018474530158245162
20Ah,50,1.5,48,0.07020531637642212,-0.07020531637642212
20Ah,50,1.0,48,0.045747963193032495,0.045747963193032495
20Ah,50,0.5,48,0.007229104756851079,-0.007229104756851079
20Ah,50,2.5,48,0.003928967335621217,0.003928967335621217
20Ah,50,2.0,48,0.0033086696670770765,-0.0033086696670770765
20Ah,50,1.5,49,0.06533634251512455,-0.06533634251512455
20Ah,50,1.0,49,0.04260808208996808,0.04260808208996808
20Ah,50,0.5,49,0.01245098338146945,-0.01245098338146945
20Ah,50,2.0,49,0.0011793133327265691,-0.0011793133327265691
20Ah,50,2.5,49,0.0009112385741452009,0.0009112385741452009
20Ah,50,1.5,50,0.06102199757383247,-0.06102199757383247
20Ah,50,1.0,50,0.04602091785080062,0.04602091785080062
20Ah,50,0.5,50,0.02211158776701546,-0.02211158776701546
20Ah,50,2.5,50,0.0012484054473432293,0.0012484054473432293
20Ah,50,2.0,50,0.00032455231484973063,-0.00032455231484973063
20Ah,50,1.5,51,0.04507625048357138,-0.04507625048357138
20Ah,50,1.0,51,0.03774708042996632,0.03774708042996632
20Ah,50,0.5,51,0.03296044076762838,-0.03296044076762838
20Ah,50,2.0,51,0.0023560343481529374,0.0023560343481529374
20Ah,50,2.5,51,0.000579847504378912,0.000579847504378912
20Ah,50,1.5,52,0.04158741294791581,-0.04158741294791581
20Ah,50,1.0,52,0.03184384896987123,0.03184384896987123
20Ah,50,0.5,52,0.02902098023742097,-0.02902098023742097
20Ah,50,2.5,52,0.0017255693151519101,0.0017255693151519101
20Ah,50,2.0,52,0.0016429374538074084,0.0016429374538074084
20Ah,50,1.5,53,0.050637932126107704,-0.050637932126107704
20Ah,50,1.0,53,0.036091784297566,0.036091784297566
20Ah,50,0.5,53,0.02225482048075224,-0.02225482048075224
20Ah,50,2.5,53,0.002778297462924797,0.002778297462924797
20Ah,50,2.0,53,0.0003347130242152378,-0.0003347130242152378
20Ah,50,1.5,54,0.0377154181950615,-0.0377154181950615
20Ah,50,1.0,54,0.024820643080656127,0.024820643080656127
20Ah,50,0.5,54,0.019129882305554537,-0.019129882305554537
20Ah,50,2.0,54,0.003602758541926886,-0.003602758541926886
20Ah,50,2.5,54,0.0017408671601797114,0.0017408671601797114
20Ah,50,1.5,55,0.05272883715619709,-0.05272883715619709
20Ah,50,1.0,55,0.042264401590125976,0.042264401590125976
20Ah,50,0.5,55,0.029347226343246685,-0.029347226343246685
20Ah,50,2.5,55,0.002177644860759022,0.002177644860759022
20Ah,50,2.0,55,0.002126677874094073,0.002126677874094073
20Ah,50,1.5,56,0.057972917089297187,-0.057972917089297187
20Ah,50,1.0,56,0.04523874445881378,0.04523874445881378
20Ah,50,0.5,56,0.02390178403310617,-0.02390178403310617
20Ah,50,2.5,56,0.0018393606114553726,0.0018393606114553726
20Ah,50,2.0,56,0.001076534645449663,0.001076534645449663
20Ah,50,1.5,57,0.07377589312564255,-0.07377589312564255
20Ah,50,1.0,57,0.05239285428624138,0.05239285428624138
20Ah,50,0.5,57,0.014786585410094432,-0.014786585410094432
20Ah,50,2.0,57,0.0009388314083666395,-0.0009388314083666395
20Ah,50,2.5,57,0.0005860638367819807,0.0005860638367819807
20Ah,50,1.5,58,0.028798057454092883,-0.028798057454092883
20Ah,50,0.5,58,0.026365401853871668,-0.026365401853871668
20Ah,50,1.0,58,0.014348250845087594,0.014348250845087594
20Ah,50,2.0,58,0.004781831348327096,0.004781831348327096
20Ah,50,2.5,58,0.001959633418498644,0.001959633418498644
20Ah,50,1.5,59,0.04076340627568638,-0.04076340627568638
20Ah,50,1.0,59,0.0275488740294954,0.0275488740294954
20Ah,50,0.5,59,0.02642272183785889,-0.02642272183785889
20Ah,50,2.0,59,0.00408244176574639,0.00408244176574639
20Ah,50,2.5,59,0.0019503853303530785,0.0019503853303530785
20Ah,50,1.5,60,0.03684675160884162,-0.03684675160884162
20Ah,50,0.5,60,0.028190123311873386,-0.028190123311873386
20Ah,50,1.0,60,0.026256502988907124,0.026256502988907124
20Ah,50,2.5,60,0.0033667699668641043,0.0033667699668641043
20Ah,50,2.0,60,0.0006834185613208248,0.0006834185613208248
20Ah,50,1.5,61,0.04321106751150052,-0.04321106751150052
20Ah,50,1.0,61,0.025500163438786846,0.025500163438786846
20Ah,50,0.5,61,0.014709063178780506,-0.014709063178780506
20Ah,50,2.0,61,0.0032304794197539977,-0.0032304794197539977
20Ah,50,2.5,61,0.001953507979280352,0.001953507979280352
20Ah,50,1.5,62,0.04677261812007608,-0.04677261812007608
20Ah,50,1.0,62,0.03830866964578296,0.03830866964578296
20Ah,50,0.5,62,0.025708314763831175,-0.025708314763831175
20Ah,50,2.0,62,0.0024572553944525568,-0.0024572553944525568
